review_text,review_rating
"Good A&E department and staff, along with paramedics. Fast service as prolonged seizure. Very understanding and informtive, plus ample parking for family as needed. One of the better hoslitals I  have had an unplanned visit too.",5
Sat in A n E waiting to be seen everyone that come in after me has been seen im in alot of pain witch i told the staff they didnt seem botherd and im still waiting to be seen its a joke just gone up to the counter to get a sick bowl and ask how long its going to be a ppl that just come on are going a head of me im in so much pain but this hospital does not care,1
"Attended New Cross Hospital Eye Infirmary for the first time yesterday.   The staff and consultant could NOT possibly have treated me better.   Fed up with hearing how dire our NHS is, so I felt
the need to voice my personal views.",4
Used to be an amazing hospital and a and e service. Used to is the key part. It has gone utterly downhill the only sanitised things are probably the Greggs counter at a push. There was blood in the elevator and it wasn't even sanitised it was wiped with a wet mop. No wonder hospitals are full if they're not being cleaned properly and epidemics can hold entire cities in fear if the places that treat them are writhing in bacteria. However some departments are kept clean and have had some good experiences with the children's ward and their staff being absolutely wonderful. A shame that some of the departments mainly a and e are making a bad name for new cross as a whole.,2
Parking is terrible. Cars parked on double yellow lines and grass verges. The ward I visited smelt horrible.,2
we make apointment  15:15 we arrive on time and they told us you have to wait 2.5 hours. Around so many people sick after that many ahours easy to make your self sick so we left. whats the point pay every month for incurence over 100 pounds if when you need wait 2.5h ahours,1
Absolutely shocking. 4 hours so far and not even called to triage yet.. Squashed finger between fork lift fork and an engine. Split and broke.. Only wanted a stitch so can get back to work.. I'll super glue it.. Place is complete joke..,1
"Really friendly staff and great level of care for my wife recently. Slightly confusing parking system. Free for 20 minutes then it's £2. Unsure whether to enter registration number in system if under 20 minutes. TVs for every bed, which work out at £5 a day. Or just go prepared with iPad and a shed load of data.",5
"Over the past six years, we have received excellent treatment and care in the following departments - urology, eye infirmary, dermatology, maxillo facial and orthopaedic. The practitioners have amazed us with their skill, particularly in theatre and after care.",5
been new cross .Staff and coffee shop lovely. Parking staff helpful when I got their gave me their number to phone on return home to pay great no problem at all. Great experience all round .,5
"If i could give zero starts i would like they not even worth a star , took my child to A&E and took 7 hours to get back home made me wait all that time and keep saying doctors coming every hour while i could hear the nurses laughing, joking , flirting and listening to music all night . Unprofessional i would avoid going new cross forever in my life",1
Obviously has its ups and downs it's a hospital that caters to a large mass of people daily. That being said I've been in an out over the years from age 16 (now 26 as of writing) and I've never had an issue apart from one occasion this doesn't reflect the overall care and treatment which is what people seem to be forgetting and not only that it seems common these days that people if don't get what they want even if it's in their best interests they'll complain and make up a story.,4
"My son was admitted to the children's ward today for a routine operation and I really can't rate the service we received enough! Thankyou so much to all the nurses, doctors and aneathetists we came into contact with today, you were all brilliant.",5
Just spoke to a lovely lady on B14 ward cardiology her name was sue and she was so helpful and caring I know how busy this ward is but nothing was too much trouble for this lovely lady thankyou so much,5
Hate it doctors are awful  digusting my dad was a heart patient don't take no quick reaction. And they said the operation will take an hour and it took them 5 hours after cpuple of hours he passed away which i definitly know they made a mistake. Lost my dad useless doctors.,1
"NHS hospital full of helpful doctors and nurses all trying to make our lives better. They've certainly succeeded with me, although I would be the first to admit that I'm not the best example to others :) In Feb 2019 I had an impacted wisdom tooth removed. The names Margarita Pracatan and .... Cleo Rocos were instrumental in making me laugh out loud during the procedure :)",5
Incompetent liers that think it's OK to augue to patients with heart problems to wind them up even more.attitude stinks of the day nurses who slag patients off in front of other patients. I have had keep trying to trace medication that my husband really needs.I will be taking this further !!!,1
"I presented at A and E with chronic lower abdomen pain, a senior doctor assessed me and discharged me on the basis that I had wind!!!  I collapsed on the hospital grounds was bought back in and re-assessed only to be told I had 2 cysts!!!  Senior doctor!!!  Disgusting.",1
"I would like to say a massive Thank-you to Jenny Busby for the fast response and support to my partner Sharon Meanley since having her operation with Mr Isgar, The professionalism and after care support She has received from yourself has been amazing , I could never Thankyou enough in how you have got Sharon back on the road to recovery with your support, keep doing what you do because you are amazing, Also Thankyou to Mr Isgar for your care during the operation,",5
"I was seen by my gp late last year's having endured over 25 years of angina. I was recommended to New Cross in January and   Wednesday 24th May 2016 I had a triple bypass at the grand old age of 51. Tomorrow I will be discharged to go home😊.

The professional and confident team led by Mr Yiu was exemplary and gave me the option to live or die.

I will be forever grateful to these beautiful people who gave me the courage to trust their sterling work. Wolverhampton New Cross Hospital I am sincerely humbled .",5
"Absolutely disgusting attitude from the ladies on the phone. We have been trying to rebook an appointment for nearly 3 days now. Text service is down. Appointment department never ever answer the phone. Called outpatient department direct they put me back to the appointment line. After 42 minutes being on hold, the line gets cut off.
Then they have the nerve to complain about people not rearranging appointments.",1
My daughter was attended to nicely,5
"Quite good, parking a bit of a nightmare",4
"Taken care of my son for nearly 18 years now,with his illness,Can not fault them in anyway.Also birthed all my three children here.",5
"From referral by GP to surgery, waiting time was minimal. Excellent care on all occasions to hospital including day of surgery and after. Special Thanks to Paediatric Orthopaedic Consultant Mr Phillips and team, theatre 10 (orthopaedic)team including Dr I Jones (Anaesthetist) also paediatric ward team and paediatric outpatients clinic team. Very one made my surgery and recovery period a memorable one.kudos guys",5
I had to have z 30 minute Covid test. Then queue to find Ward I needed then ask the way to the ward. Good job I got there early. But this adds to parking bill.,4
"Some nurses are heroes, some are not. It should be a place of healing. Its just a cold and lonely dirty drafty place with horrible staff, and a bed thats half made.",2
When I got there first with ambulances they were great when I got to the ward in a5 to bad I was so bored and some of the staff was little bit rude. I was there 4 days I just wanted to get from that place I would not recommend this place to no 1. I was going to work I fell from the top stairs and I came rolling down. And new cross hospital is so depressing.,1
"Attended Appleby ward for a lumpectomy . I would like thank all the staff for their care .from my lovely consultant ,receptionist nurses and everyone who made my stay of a few hours comfortable even though it was a long wait for my op .my God you all work so hard bless you.",5
A&E staff are a complete waste of time. Was told I had to wait 6 additional hours after already waiting for 4 to be seen about my foot and lower leg which was and still is in excruciating pain.,3
No one was even after us. Father was with the cracked open head.  Bin waiting for too long. Nurse was less than polite at the desk. No one cared after us just the ambulance staf. Huge thanks to them.,1
Have been a patient since 2012 in different departments but mainly dermatology the staff are absolutely lovely. and very helpful and caring. nothing is too much trouble if you have concerns or a problem.,5
"I would give it no stars! There is no words to describe how awful this place it. Issues: cleanliness , attitudes , empathy , care the list is endless. I do not recommend this hospital. This is a waste of land and money. You am meant to be a hospital for god's sake!!!",1
"my elderly mom has been left in pain, in A&E for over 12 hours and she has severe multiple illnesses, left over night to suffer. Covid or no Covid this is unacceptable.",1
I have always been impressed by NX and the heart and lung centre must be a centre of European excellence. Its a pity the old guard of brilliant ex Royal consultants are slowly returning to their gardens ! We will miss the incomparable Mr Jackson from renal.,4
"Arrived in plenty of time for my appointment only to be told it had been cancelled.  No explanation no apologies just the computer says it was cancelled. When asked why I hadn't been sent notification or a new appointment i was told to talk to pals as this was happening all the time.
It's disgusting. They harp on about missed appointments but never say anything about increased waiting times or cancelled appointments due to their inadequacies.",1
I had a absces under a TOOTH whilst on lockdown I was referred to NHS pennfields dental services which was well run safe and the staff did an excellent job at removing the bad tooth they extracted it that easy I could drive home thanks again to the pennfields staf and NHS,5
"After a brief unexpected illness and quick diagnosis staff are awesome, patient and tentative, nothing is too much trouble",5
"Rude doctor, would not examine the place where i had surgery, as I felt it may have been infected
Staff do not communicate with one another, they had no idea why I was at the hospital
Extremely poor service
Was in A&E for chest pains
Arrived 1am and left at 11am
Was already very poorly due to surgery.
The worst experience ever!!!",1
Your nurses in the maternity department are the reason a poor innocent baby was born sleeping due to your maternity teams failure in your duty of care for both mum and baby. Blood is on your hospitals hands I hope they sue your trust!,1
Went to new cross hospital and was very nervous. Saw dr and was told everything and a bit more. Very helpful. Very clean. Lovely staff. Just a bit complicated on the maps.,5
"Dont like to be critical of nurses but the ones in the Durnell unit seem to not want be there.
The overweight ones constantly moan about the workload instead of getting on with their job, they leave patients waiting for ages for simple procedures like fitting a canula when i was there it took a really nervous nurse 4 attempts.I heard one caring nurse say that one patient had been waiting a long time to be seen to and the other nurse replied thats ??? patient let her deal with him.",1
"Cancer care here is brilliant, staff are amazing. Even though I have moved home to another Trust area I am continuing to travel the 30 miles to stay in the care of my surgeon and oncologist.",5
"my daughter was falsely diagnosed for an ailment which turned out to be cancer,she received treatment and now ok but had so many ""botched"" attempts to cure kidney problems and I am more than dis-satisfied!
her name is Kelly kesete and as  I speak hospitalised again instead of pain killers cant you make her well!?!
a dis gruntled father",3
"Angry, upset and scared. Grandson aged 3 ,nasty bang in-between eyes on corner of kitchen worktop. Very disoriented,in pain and crying,wanting to sleep and eyes unfocused. Took New Cross A&E, totally fobbed off. Because no mark or bruise totally unconcerned and sent home without proper examination. Absolutely disgusted that a child can be treated like this. Angry and upset Nan.",1
"Stayed at the hospital for 2 days to have a operation,some of the nicest staff they have on ward from the nurses to the doctors and the anaesthetic doctors,made me feel at ease throughout my stay,ever do grateful for the treatment i received.",5
"During labor... I was there less than 30mins when they noticed something wasn't right, I was taken straight into theater... they saved my sons life and made sure I was okay too and the after care has been brilliant",5
"Went in for day surgery all the nurses made my stay comfortable and pain free, Doctors were brilliant and soon sorted me out i was discharged by the afternoon and had home recovery",5
"Maybe retrain reception staff in A&E. I asked for a wheelchair as disabled after being told the chairs were in A&E and there wasn't any, and was told by the young girl she couldn't help and I would have to look for one. No offer of help and needs to learn some manners.",3
Those working in healthcare should care about people. They should have manners and empathy- When people visit hospital they are often vulnerable or in pain- This hospital is far from the best!,2
"Had an appointment today with the dermatology department, I was dealt with promptly, and I was very happy with the outcome (minor surgery) can't compliment all the staff highly enough. Many Thanks.",5
Dr Obi in urgent care is the most fantastic doctor I have ever come across. Brilliant with children...What a credit to NHS .. thank you Dr Obi..  Jamie (chicken pox box),5
"I was there with very big pain , I’ve burned mi foot grade 2 very bad , they left me on the chairs to wait for 4-half hours , with very big pain , i didnt wait , after 5 hours i left the hospital with very big pain and they was repeated to me they are very busy i dont recommend to any one better go to private clinic 👌",1
"Worst experience ever
After 11 hours stayed there with my son who was in bad condition send us home with no diagnostic.
No medications provided no test nothing
At new cross hospital are no doctors for kids only nurses with no qualifications.
If anyone need to go at hospital don't go there you will end more ill .",1
"Greay hospital with excellent care. After appendicitis i recovered quickly with the fantastic aftercare of all the nurses and doctors. Cannot thank them enough for all they did for me , recommended hospital. Excellent care !",5
"Amazing hospital and staff, very professional and caring but with a kind reassuring approach which puts you at ease especially when you just put a trampoline spring through your hand.

A BIG HEARTFELT THANKYOU ♥️♥️",5
Came into A&E today and waited over 7hrs today to be seen by a doctor absolutely disgusting NHS service.... Not sure what we are paying taxes for!!!!,1
I will never ever go back to new cross maternity they treated me terrible when I was in early labour for my son who I lost god rest baby but the neonatal unit is the best ever i love all the the they was with me and my family they done wonders with my tiny princess who was 4 mths early now she's 1 in 3 weeks xx,1
"Not the newest, most modern hospital out there, but it gets the job done. The waiting times could be improved, but the staff are friendly and they'll go above and beyond to help.",3
"Lung and heart unit saved my dad's life an I will be forever grateful for them doing so and the weeks he was here the staff were amazing surgeons,consultants, nurses and health care did a fab job for my dad and the after cares be grate too",5
"My granddaughter was taken to A and E today, to the children's side was sent upstairs to the walk in, where it seems they are sending everyone from A and E, told it was a 7hours wait  and it has now gone up to 9 hours, this is disgusting way to leave little kids waiting this long.",1
Only gave 3 stars as the staff are excellent but the parking is absolutely shocking,3
"I sometimes get nose bleeds and had to go to Zone A A25 and saw Mr Barraclough, I had never been here before and was very pleased with my care, the staff were lovely although I had a game finding the pharmacy, running all over the hospital must've lost some calories but found it eventually, I'm no good at finding my way lucky I don't drive but overall - very pleased and Mr Barraclough was a lovely fellow.",5
"First time i had been to this hospital, the department I had to go to were very helpful and efficient. The car parking is horrendous, so my advice would be to go at least an hour earlier than your appointment to find a space",4
"Admitted sat 1/2/20 due to minor heat attack, not the first one that was a major one due to blocked artery, the staff in A+E were fantastic, moved to M A U where the care was very good, the moved same night to heart and lung centre where the treatment and care received is still second to none rate the unit 10/10 any time staff on wards friendly, doctors, nurses, and consultants were amazing what more can I say, my experience under the circumstances cannot be faulted even though the NHS is struggling for bed space and staff 👍👍👍👍👍",5
"Nobody knows what's going on !! They say one thing then do another... lost faith in the place completely.
Sent home with no mediation after being in there for 4 days ... really not good at all.",1
I'm angry that I had to give 1 star as no stars is not an option. Might aswell of went to my shop keeper and asked him to treat me. Diagnosis would of been alot faster and probably more accurate. Clowns,1
"Highest concentration of Gregg’s Bakeries anywhere in the world…..
You can’t move for the pasties….
You walk down a corridor and all of a sudden there’s a Gregg’s.
I was late for my appointment as I was seduced by the meal deals.",5
"Had heart problems and cannot thank all the nurse's, doctors.catering etc...new valve fitted etc...special thanks to the whole team on B14 cardiac ward...exellect care thank God for our NHS...",5
"Great hospital came here to have a pilonidal cyst removed, nurses are friendly and professional, I felt comfortable throughout.",5
Bit confusing to find your way around but once you’re in it’s okay. Had positive experience with staff that helped me and got treatment I needed. There is a greggs and WH Smith shop inside and vending machine for snacks.,4
Staff were 9 out of ten very good specialy philipino lady nurse JOY. I thank everyone to go through all that with me. Love you all. Don't like the food there. Sorry,4
Hospital good. Parking diabolical! ! We queued for 30 mins to park but couldn't get a space so drove home to Stafford without having visited sick relative. Fuming!!!!,4
"The parking at this hospital is an abomination, and the charges are extortionat  the chances of you being less than two hours to be seen are non existent  a poorly run hospital with staff that have a lack of interest in some cases this seems to be the future of the NHS",1
Great hospital  staff are lovely,5
"Dire experience. Complete waste of time,.",1
"Shocking end of life care, no support for the patient who has now waited over 15 hours for a doctor to materialise - no medication provided or anything to support the patient or make them more comfortable",1
Love this hospital one of the best around 🙂 had my daughter there and there were so loving and caring 🙂 the food is nice as well and the nurses are lovely!! Looked after me brilliantly 🙂,5
hi my wife had our son at this hospital on 9th september 2020 she been in there 13 days now they left her on 10th september without a drink for 5hrs she kept asking for a drink but they never came back with one,1
I have been coming hear for the past 9 years due to my mother and she's always saying how comfortable she feels hand how the staff are always helpful grated you get the odd one who probably doesn't want to be there and can be a bit rude but that's not exactly the hospitals fualt they are and all round good hospital that I wouldn't mind being in if I had to have anything done,5
"Worst experience ever!
Brother in law was referred there because of high pressure into one of his eyes. He got conjucttivirus infection from there. It's been 3 weeks now and my whole family and close relatives are suffering from conjunctivitis. It's shame when even little kids are suffering from it because of poor health and hygiene conditions of hospital.",1
"Carparks are a nightmare, hospital itself was OK but way to big and confusing signage which adds to stress when your already not in the best of situations. Staff very friendly and helpful though.",2
The laid back on the care of stoma patients my husband was sent home without any removal spray he as to take it of manual which it hurts when pulling your hairs off,1
My partner has been throwing up for three weeks now she hasn't eaten in 6 days can't walk without becoming dizzy she had a MRI scan 4 days ago which nobody can get hold off she got referred to newcross today by her gp to be placed in care on a drip only to sit there 6 hours to be sent home as theres no beds NHS is a joke on your head be it if something happens to her mark my words now I'm not blaming the staff I'm blaming the country we've got one of the highest tax brackets in the world but can't get simple care disgrace,1
Had to go max fax type 1DIABETIC and I have had all my teeth out because it destroyed them had lumps of bone sticking out my jaw could not make false one's has to get through to my jaw to shave off wanted general anaesthetic but said no just local had 5 injections and had cut skin all way along my top jaw he didn't check numb cut from side side I screwed out in pain then blood spurred our mouth loads blood all over the chair and my clothes took 2hours to get through it ive never experienced anything like that pain in my life and I've lost eye proper traumatised me feel like a person who is abused and still in MY head 10 hours later mental scared me torched lost about 3 pints blood im in absolute agony and I ain't got a prescription would not do one Saturday chemist in hospital not open sent me home feel like a person who experience worst trauma in life I 44 young unexpected dentist unbelievable,2
"I was taken into the pre surgical sa9 ward under a very excellent Mr Manu who removed abscess from my appendix
His team of experts and staff was amazing I would like to thank all the staff who took care of me during my time there.mr Manu is extremely professional explained everything to me and put me at ease
Samantha bullen",5
"Worst place ever, get taken in by ambulance and told wait no longer than 30 mins here I am now 4 hours later still waiting cause apparently 'other people's illnesses take priority over others'
Oh sorry didn't know a guy with a common cold is worse than a guy who was vomiting blood. Great job guys. Thanks.",1
IM still in hospital  again  When I had major surgery  I was left in chronic pain for 2 and half hours because there were not enough staff I  find it bloody disgusting  that such a big hospital  has such little staff at night time list goes on I'm afraid.,1
They treat patients horribly with rude language. This is a not a hospital. They don't give any importance to non emergency cases.,1
Have no complaints considering the difficult situation and government neglect of NHS. (Transparent patient),5
waited a long while to be seen by doctor  waited a long time again for blood results .normal when they came so no explanation as to the reason that took me their  just said you can go now.,2
They saved my life. The care I received was awesome. Thank you to the doctors and wonderful nurses. I shall never forget you all.,5
My son was 10 weeks early emergency c section there were absolutly hands on took realy good care of us both,5
I went into hospital yesterday I was being sick for the last 24 hours I had severe back pain was not given anything for 6 hours was told i have to wait a least another 4 hours before doctors see me went home staff are letting patients down,1
"I had a thyroid surgery at New cross hospital five days ago, I am felling fine, they did amazing job, they are great specialists.I am very grateful for great care, a good hospital",5
Came last week for operation to remove veins in leg the moment I got there got looked after by Kelly then the surgeon who came and explained everything to me couldn't fault any one in the hospital thank you so much everyone in the beynon ward,5
Was admitted in june this year with suspected appendicitis luckily it wasnt but have injured my hip somehow was sent home in agony and a month on still waiting for x ray results in which my doctor chased up for the hospital to state they have no record of so being sent back up there for x ray have being one pain killers for a month one of the younger doctors who was clearly straight out of grad school with little experience tried to diagnose me by stating i had back ache what a joke had to tell her to send me someone who knew what they were doing the place is a joke and nurses up on ward a9 were in agreement i wasnt even discharged following the correct procedure once i do get to the bottem of my injured hip and whats caused it nhs have a lot to answer for,1
Nothing but a waste of tax payers money hours waiting around for Nothing for what I don't even call an examination. Pics poor organisation and a massive waste of money to incompetent staff at the higher levels.,1
Hello my name is Amanpreet kaur and I had emergency today and I’m in new cross in same day emergency care and I’m here  from 8:30 hours and I’m still waiting for test results very bad service,1
The nurses and doctors are very plesant and ready to help if they are not to busy my stay in january in c18 was a good stay and im back in there now i praise them all doing a good job.,5
The only people that answer the phone at this place are the switchboard and are the only people that don’t have a bad attitude. You would have more of a chance getting through to the Queen of England and she’s dead,1
Very bad experience in this hospital. Never back again in this hospital staff very rude. They dont feel human pain. They  thinking patient are animal push them where they want.,1
Came with a broken foot and dislocated toe watched me hop and cripple about didn’t offer no crutches had to wait 3 hours just for triage then a further 7 hours for a doctor and no pain killers offered the whole time 🤬,1
From the step into the door fantastic staff doctors every one and nothing was to helpful had nine teeth out from dentist in Walsall he must have had a bad day made a right mess so bleeding bad so they sorted it out for me thank you very much and God be whith all of you,5
I was at Newcross Yesterday having coloscopy   like to say thankyou  to the staff there who looked after me,5
Spent 50 minutes trying to park missed my appointment...never again will I use this hospital.,1
4 hrs in AE now moved to see dr  2 hrs so far waiting to see him........no wonder NHS is in trobule....letter to CEO coming god knows what car parking fee going to be.....lots of time wasters here,1
"Thank you saved me I was seziue
September",5
Excellent staff and service as always. Thank God for our NHS!,5
Nice facilities but worst set up. 4hrs waiting time for a non busy night. My patient is crying and screaming but no body cares except other patients.needs a proper review.,1
It's well worth the extra 30 minute drive to get to the QE hospital in Birmingham - This A&E department is non-functional,1
A lot better then what it was fair few years ago when it never had the resources that it as got know good what every NHS does for all British people...,5
I have to call Ambulance for my husband.Ambulance no was 4734.crew was Chelsea and Daniel.They both provide 5 🌟 service.,5
[A&E] Absolutely stinking attitude. No signs of reassurance or willingness to help and no sense of urgency whatsoever. Complete waste of tax.,1
I've reduced my rating because when a consultant repeatedly tells you to get a second opinion it's makes you wonder if they actually want to treat you.  So upset.,2
The only good thing in here is the parking facility. ALWAYS IS A F****** PROBLEM. YOU MAKE A APPOINTMENT FOR A CERTAIN HR AND YET YOU STILL HAVE TO WAIT 2 MORE F****** HRS. ALWAYS THE SAME ALWAYS THE F**** SAME. NOBODY COMES TO URGENT F**** CARE IF IT DOESNT NEED. PUT SOME MORE DOCTORS IN.,1
Absolutely rubbish hospital cannot stick to appointment times... had an appointment booked for 10am and it's now been more then 2 hr and still not been seen....  off dying than conning to this hospital,1
Good care and treatment. Friendly staff from consultants to porters when I had pneumonia and later now I'm having cancer treatment.,5
Appalling place went in to same day emergency care waited 5 hours for them to tell me my injury was a bad bruise don’t get why they couldn’t of told me when I had the X-rays the place is a joke,1
"Great hospital, great care, and excellent operation to right foot/ankle after breaking it.
Could not fault members of staff in A&E, PLASTER ROOM and on ward 5 and a big thank you to all",5
I’ve never been to this hospital but the one and only liam payne was born there so it‘s a really special place. :),5
I have psoriatic arthritis and the care i recieve is excellent.i use rheumatology and fracture clinic every month for treatment.only moan is the parking could be better but thats nothing to do with the hospital now...,5
"Parking is unbelievable!I was here 25 minutes before my appointment, and could not get parked,, what a total waste of my time and the Consultant I never got to see.",1
"I WAS ADMITTED ON 17/2/2015 FOR ROBOT-ASSISTED LAPAROSCOPIC RADICAL PROSTATECTOMY OPERATED ON BY MR PETER COOKE &TEAM. UP WALKING 18/2/2015 & DISCHARGED. I THANK MR PETER COOKE, UROLOGY NURSES AT HOSPITAL & UROLOGY AT HOME,ALL NURSES ON A14 AND ANYONE I MISSED. A GOOD STAFF A GOOD HOSPITAL,I AM PLEASED I WAS REFERRED TO NEW CROSS.",5
"i cannot believe the efficiency and care i received at new cross....i went to outpatients having been referred by my GP.....i called between work shifts...they didnt let me out.....i underwent a double heart bypass graft, was looked after with real care by both medical and nursing staff (and auxiliary and voluntary staff come to that) and was discharged within 3 days of surgery...i am now gratefully recovering at home !!",5
It's a pity you have walk round to Sainsbury's if the toilet is needed !! However the shopping area is fine .,3
Lovely clean hospital. Friendly and helpful staff. Waiting times to see consultants kept to a minimum.,4
The worse hospital ever!!Yesterday I came here with my daughter as she was in very pain since long time.I came in at 3 and they made us leave at 11 as they kept saying to wait and at the end they said that they will call tomorrow and I still haven’t got any call from them and they didn’t give any advise or any medicine for my daughter to cure the pain.,1
I was really poorly started helping me straight away. Attentive staff. Beds just very uncomfortable,4
"Very helpful and easy to get on with. I felt comfortable and well looked after by all the staff, right from the point of checking in to when I was patched up left. Thanks very much.",5
"The staff a generally very good, apart from the woman on the door at the eye infermary.. No manners whatsoever..",4
Outstanding care in the heart ward & intensive care . Thankyou for the care you’re giving my sister.,5
"It’s 1 am and I’ve been here for two hours bare in mind 1 other person is In the waiting room with me, they are all chilling while I’m here in pain tryi g to get treatmeant",1
Been to new cross  early hours this morning  second time this year  for suspected stroke and staff was first class could not faullt anything at all,5
"Very unpleasant experience,  staff is not friendly and helpful  at all, we've been waiting for 7hrs and the Dr was sitting on his phone.",1
"Only here cause this is apparently where Liam Payne was born, but like thanks for making sure Liam was able to live and survive and now he is a big influence in my life 😊",5
Discusting materity treatment they are a joke,1
Worst place ever for parking its absolutely ridiculous wud not recomend this hospital wt so ever,1
Spent the day in the rheumatology day unit having treatment. Excellent staff. Friendly and helpful.,5
As a family who had dealings with this hospital we have nothing but praise the drs surgeons and nursing staff we amazing,5
"Extremely bad parking situation, no emergency parking, no clear routes on where to park, the hospital is very confusing how it’s designed. Do not recommend anyone to be treated here.",1
"Nice clean environment mostly friendly staff the place is like a rabbit Warren, could benefit from some sort of short cuts as it's a lot of walking to most areas of the building which can sometimes be a problem for people.",3
My mom was very ill and they looked after her so well on c25 . The staff were fantastic,5
Terrible service. I had to wait 4hours to the doctor plus when they called me in the room i was left alone for another 30 minutes. Absolutely disappointed with the service!,1
Efficient helpfull friendly staff,5
"I'd like to express my appreciation for the competence, care, communication and courtesy which I have always experienced on my visits to New Cross.   Thank you all!",5
Amazin staff today receptionist booked my daughter in straight away as priority and all the staff were great with her.,5
Absolutely terrible doctors and nurses screaming at my wife for coming to hospital in night absolutely no heroes u dont even deserve 1% pay rise for doing nothing there,1
Poor treatment! My 10 month old needed care but every immigrant walked straight in and we was ignored!!! Fuming,1
"Mad people running around the waiting room, staff that think ""5minutes"" is ""35minutes"", total wait time 10 hours, appalling and miserable staff",1
After waiting 3 hours for my baby to be seen I was told he had a viral cough and he would recover by himself 2 weeks on he still had this cough so I took him to my GP to be told he has a really bad chest infection and an ear infection and it could have been avoided if they had given him an antibiotic that day I took him .. very bad service..,1
Had to wait 6 plus hours because their is just one doctor in the whole of emergency ward,1
"Had to attend Deansley 21days, staff are brilliant, caring, sensitive, supportive, everyone.
Thank you to you all",5
Keep you the for 12 hours,1
"No one likes hospitals but staff have always been nice, proficient and professional.",3
Very good but parking is a nightmare some one needs to upgrade it thy make enough money,5
Not recommended worst experience,1
Daughter called into the hospital at 15.40... still 22.33 pm still hasn't been seen with a 6 month old.....BRAVO ...,1
My little brother was hurt and it took 30 minutes to get the first check up done then we waited 3 hours until we left,1
Fantastic service 👌 fast and efficient and all the staff were so friendly and pleasant. A really positive experience.,5
It's a nice clean hospital .,4
"There was a man that had thrown up on himself and weed, yet it took 15 mins for someone to come and help him, once he was taken into be seen, the floor has been left with sick and wee for over an hour, I think a and e is disgusting",1
The staff was ok with me not a lot you can say it a hospital the end of the day the car parking is hard to get a space,3
Absolutely rubbish hospital cannot stick to appointment times... had an appointment booked for 2pm and it's now been a hr and still not been seen.... better off dying than conning to this hospital,1
Im in bed rite now after a 5 hour operation. Impossible to find fault with New Cross. Feeling Blessed.,5
Sat there for 5 hours last night nobody came out to me had to go ask at reception several times and she even had to phone up to remind them in the end I went home and they wonder why people let things get worse instead of going hospital,1
"Waited in the ward for a operation for 9.5 hours to be told my operation is cancelled because they had run out of time with theatre times, very poor service for someone with cancer",1
i have been going to the hospital for a while with a problem they say that i have rear skin problem but no treatment that can heal my problem i was biten by something that left something under my skin which is still there,3
"A & E is a nightmare, wait 3 hours behind freeloading immigrants to just be sent home without no proper examination, parking is also a complete nightmare, do yourself a favour & find another hospital.",1
Had to go for an x-ray didn't even have to wait was quite pleased,5
It's just really bad service. I would give -1 if I could.,1
"Great friendly service, nurses and ward staff work tirelessly, very busy hospital run efficiently. 👍👍",5
"Have only been once and I hate the place, have to go there again for CT scan hope they don't find anything wrong because I won't be having anything to do with that hospital , it's by far the worst hospital I have been to",1
"It was to far to go for us,I had to get friend's & family to take us, but the staff were very friendly",4
"I’ve been waiting 8 h to be seen.
You can die waiting in emergency room",1
I went in hospital due to asthma attack and the staff was polite and offered me a drink while I was in there,5
"Can I say a big thank you to your hospital for saving my grandson life and to icu , you all work so hard you all need a medal , I can not praise you eough thank you from me and my family x",4
Visting hours are crap her grandkids are under the age of 12 not allowed in  attitude of certain nurses is like being at school,1
"Waiting 5 hours bad service and some people that got late here get to go in and I’m still waiting until I get ant to talk one of the receptionist and told me to wait more, overall bad service",1
"Car Parking is terrible, the security who patrols the car park is not helpful when there are no spaces or if the traffic is congested, they just shrug there shoulders and day ""what do you want me to do about it"".",1
Was in there for 17 nights and had 3 ops thay was really caring n cudnt to more to help me thanx a lot word a14 and staff,5
"What a joke this place is!!! Can't get to see the one's you care about, due to covid I get this, but at least have someone to answer a phone been calling for days.",1
"Doctors, nurses & all the staff at the Neo Natal unit are absolutely amazing.",5
Soo friendly!!! Due a big opp.in Feb.feel a lot more relaxed after meeting staff,5
The worst hospital I ever seen in my life been waiting at the emergency more than 5 hours with Paine,1
"This Hospital needs a Purge, I had a full on panic attack and the nurses told me “you need to stop this” like I manufactured it, She is a Devil!",1
"I have always found the staff helpful, and the treatment I have received has been excellent.",5
Absolute joke of a place 5 hours wait and clueless staff who think they know it all. Avoid this place at all costs.,1
"Clean, modern hospital. Friendly, caring and knowledgeable Doctors, Nurses and staff.",5
I have only praise for all consultants and nursing staff at new cross,5
Absolutely awful. Misdiagnosed an ear infection which then perforated my eardrum half an hour later.,1
This hospital is joke.. So distriminated and rasist staff...,1
Very kind and helpful also understanding,5
Poor phone help bounced from one department to another then hung up on,3
Saved my wife’s life thank you NHS,5
I went in for operation and the staff treated me well and I had hot drinks and meals before I came home,5
"I have only had efficient and friendly service everytime  I have been, and that's been a lot !",5
Really helpful and friendly nurses after my operation.,4
Verry badly run hospital . I was glad to self discharge I do not recommend this hospital .,1
Absolute joke answer your phone disgrace to the NHS,1
Its a very caring hospital thks,5
I'm Amandeep's daughta.I was born in New Cross Hostipul and that was in 2008,5
"Brilliant staff both friendly and polite, hardly little waiting time,",5
