new_review_text,new_review_rating
"The police at customs for non us citizens was very racist and rude. First, I ask how long the queue was because I had another flight, and they looked at me up and down and said a few minutes ugh, after some hours I had the talk with the police person to continue the walk to my flight. I think she should be more calm and understand that after a long flight and English not being your first language it's a bit more tricky to explain. She threatened me with not letting me walk to my plane.",1
"Worst airport I have ever been in. I have traveled all over the country and have never experienced such a terrible airport. Gates moved 9 times and spent 10 hours in an airport! Avoid traveling through, to or near this place...it's a trap.",1
"Beware the taxi drivers. I didn't use my map (my fault) to see how far the hotel was from the airport (it was 3.6 miles). He drove around for 20 minutes, turning a quick fare into a $45 dollar ride. I should have just used uber for $8 plus tip but didn't want to walk over to the ride pickup area (again my fault).  The taxi stand person at the airport even got the cab at the baggage area..",1
Possibly the WORST place for layover! All our American Airlines kept getting delay over and over again. The lines were long and no one was helpful in anyway. WORST PLACE. Do not come for layover,1
"The saving grace is staff are respectful and nice. However it is a horrible airport, it is dirty nasty, disgusting, and horrible place to go. Full of homeless people, drinks, and methheads. Everything is too far away from each-other, and is a hassle to get too. Panera and Starbucks the only edible places in the airport are far away from most gates and difficult to get too.",1
"I’m convinced that DFW is one of Dante’s Circles of Hell, although I’m not yet sure which.

Planes are never ever on time, whether incoming or outgoing. It’s always packed and disgusting. Don’t expect to not stand in urine in the restroom because they don’t get cleaned. You’re not going to be able to buy any refreshments because the workers apparently get carted out in ambulances from the stress.

Just abysmal.",1
"This airport may be huge, have plenty amenities, and restaurant's but the customer service is horrible. My grandfather and brother, were flying back to Arkansas with a layover here is Dallas. My grandfather had wheelchair assistance on his flight at booking and leaving out of Tucson, Arizona but it was such a hassle to get anyone to provide a wheelchair and get him and my brother to their Gate in a timely manner. After arriving in Dallas, an attendant said they would have someone bring him his wheelchair and they didn't come in time which resulting in them missing their flight to Little Rock, AR. After contacting American Airlines, they only had two flights available. One of which only had one seat left and the other not departing until 6:45 PM!! Which means, my grandfather and brother would have to sit in the airport for 8 hours to wait for the next flight. This is heart wrenching and extremely unacceptable. My grandfather is 67 years old and my teenage brother is 15, and already afraid of flying so what a great experience. The airports are just going down, there's no customer service, no more helpful employees to even tell you where to go or where you need to be. It's just very disappointing and something needs to be done ASAP!!!",1
"If I could give it less than one star I would, super big but poorly signposted, we missed a connecting flight because we came from another country, and there was only one guard to review immigration documents, for more than 300 people and a huge airport, bad organization, lack of signs and personnel for information. I have traveled from almost all airports in the UNITED STATES and this is by far the worst.  I recommend that you reject any stopover at this airport if you don't want to have a horrible bad time.",1
"Security dumped out all of our toddler and infant drinks, refused to screen them, completely against the policy of the Federal TSA. Absolute chaos at this airport, recommend avoiding for any other location.",1
"I had the nuttiest experience here. The flights were NOT correct on the screens for multiple gates. Then our plane changed gates but it was not reflected in the airport's big gate information screen. People were running back and forth between their supposed gates trying to find the plane, which we thought was boarding then. Then finally after the boarding time was past, we started getting texts saying our flight was delayed and the gate changed, although even the gate it was supposed to be at did not say our correct destination so we were still confused. THEN, after waiting through multiple delays, they finally started boarding us, however, the gate attendants refused to give multiple people enough time to buy their pass for oversized baggage! They ended up closing the door on some of us, and some customers were screaming and crying! I felt like I was in another country trying to board a war plane. It was just completely bizarre. They said it was $99 to rebook, WHICH WAS MORE THAN THE FLIGHT COST in the first place!!
I will never fly that airline or go to this airport ever again if I can possibly help it. It was totally unreal.",1
"Terrible!
I was carrying 2 apples that my mom put on my bag and when I was passing customs the beagle dog smell'em!
So I must to go to check with the Agriculture department and they made me waste like 25 minutes there waiting, because they were taking their sweet time as it was late and they were tired 😫
So after they cleared me I must to run to find the gate like crazy as I was really late!
I'll give them zero stars if I can!
USA agriculture claim that they protect their nasty food, but they are crazy, their food is full of poison and GMOs!!!!😡😫
USA buy all the produce from México! What aré they talking about????",1
"I travel to Texas about once a year and usually pass through the DFW airport. Today, during a long layover, I thought I would enjoy a Dr Pepper. I'm in Texas, after all. After walking by every shop and restaurant within a reasonable distance of my gate, I could only find Coke products. It is insane and an affront to capitalism that an airport, especially of this size, would limit the offering of soda to the millions of passengers that travel through here every year. In a state that so strongly values freedom and capitalism, I couldn't imagine making the decision to block other sodas from being offered. To say I'm upset would be a huge understatement. I hate Coke anyhow, and am even less inclined to buy it anywhere else now, too. I'd rather drink water!!!!!",1
"Been through DFW numerous times.  This just irks me!  The walkways and escalators were in this same shape on 12/30 and obviously stayed the same through today,  1/4/23.  No help with carts in site in the underground tunnel out to gate E30.  Really, DFW?  Best you can do?  Highly frustrated from someone with a little mobility issue.  DFW, you can do better!",1
Really bad experience.  I landed in Dallas on time after an international 10 hour long flight with American Airlines.  It is incomprehensible to me how the gate was occupied by another airline.  After 30 minutes of waiting on the tarmac we finally were routed to the adjacent gate and had to wait another 15 minutes for the agent to move over one gate.  Not sure who’s to blame for that.  I’d add that the AA personnel didn’t utter a single word of apology throughout the whole wait.  It feels like when things are so bad there is more than one culprit.,1
Please hire kinder and more professional Prospect wheel chair and cart service personnel. I’ve witnessed and have experienced multiple times people are unprofessional and rude to passengers. For a big airport this is not ok. They leave people stranded and even denied them services. They rudely service the cart yelling and whistling at passengers. Yes there are a lot of people but also there is a professional way of doing their job. Either hire better people or train them better.,1
"OLD...VERY OLD AIRPORT. Very confusing place to drive in. Very poor road signage. Most directional road signs are missing, or they are very difficult to see and understand. All of the road pavement is in very poor condition.  If you fly out of DFW and return back to DFW, you may not return to the same terminal that you departed from.  Curbside pickup and drop-off may not be available at all terminals. Also, if your gate changes, you may be in for a long walk, or you need to change terminals. You may need to use the Tram, which is not close to the boarding area . TEXAS DUMP!!!!! Love Field isn't any better.",1
"I'm in Terminal E. Yes this place is huge but they don't have any tables or anywhere to work. I am stuck here for 4 hours with no place to work. One of the few airports I've been to that has this issue.

They have some Coca-cola bubble but they don't provide outlets.

They have nooks with bench seating but no table.

Such a shame and a waste of my time. This place is so backwards.",1
"I was supposed to have a wheelchair to my connecting flight on Saturday December 23rd and again today December 26th. I didn't get one at all on Saturday but had 2 hours to get to my connecting flight
Today I had from plane to the seating area and was told to wait for someone else to take me to connecting flight. I was dropped there and ended up having to walk across the airport with only 20 minutes to takeoff.
Guess what. I didn't make it I have 2 bad knees and can't run.
So I missed my connecting flight and of course no more flights until noon tomorrow
Not happy.
I can't afford a hotel so hopefully I can stay in airport",1
"Awful,
American airlines issued my infant ticket without working parent ticket.
Told the gate he was on the skyline, told me he had 3 minutes, she let 3 people on.  As my partner was telling her he made it, she ignored him,  told the man next to her to close the door, never talked to my partner or even made eye contact. Nothing.
I can't even rent a car because they have my carseat. So after a 15 hour journey back to the states with 2 children and a disabled parent, here we are...",1
Incoming flight 45 minutes late. 40 minute line at customs. TSA precheck closed. Connecting flight leaves 5 minutes early. We actually made it to the plane on time but they were closing the door as we ran up. 22 people missed the flight.,1
"The videos were taken at terminal E17, May 18, 2023 at 13:15 local time. I was at the gate looking out the window and I watched this process go on the entire time he loaded this luggage cart it wasn’t just once or twice, it was every single case, it’s almost as if he wanted personally see if he could break the luggage through the luggage cart.
I get nobody can and should take the blame for all damage done to cases, but this was deliberately and unnecessary roughness, comparable to a younger sibling having to do the chore that the older sibling got out of.

Completely foolish, especially since it was out in plain sight for any paying customer to see.

I know this is taught over and over again in training on how and why to be carful handling luggage because everyone has a camera just waiting for you to mess up. Well guess what you just messed up for the world to see.

Other than the worker it’s hard to know who should take the blame for this, the airport or the airlines, I personally feel the airport seeing he was not associated with any airline, but it needs to be shown so people (and the airlines) can really see how the luggage is really handled, and so the managers can take corrective action, as this costs tens of thousands of dollars if not more every year and causes serious frustrations for everyone.",1
"If I could I would leave a -5 (NEGATIVE 5 star) to Volaris airline. The two ladies that are at the front one with black hair and the other with blonde I believe her name was Jacky. They both were so disrespectful from the beginning. Their customer service was ridiculously horrible and illogically incorrect when I only respectfully requested help in my situation with my documents for my daughters to fly internationally. Calling me names and crazy and blaming it was my fault for not checking with them first when I believe that’s why I was there at the airport to ask for help in the first place.
Both those ladies never helped to find the best solution to my situation and I believe they need to go back to classes on how to treat and speak and assist a customer more so to how to do their job because what it looked like to me was more like I get a good paycheck and I just go home and sit in a chair al day on my phone and I could careless the people that I “help to check in” attitude.
My daughters and I were suppose to fly out in the middle of the week and the other lady that’s was not helping me directly suggested to change my date to the next week. ( a full week , seriously?!??!) well I said immediately No that is too far out and pointless since we can all come to our senses and logic that school/classes start on Monday the following week, right?!  So she then suggests to change it to 2 days out from Wednesday two days out I’m pretty sure it’s Friday , not Saturday Sunday or Monday or Tuesday. Let alone other ladies that were behind these two women , were much nicer helped me by suggesting one day change or two. But no because the other woman that was not infront of the stand were I was supposedly being helped had to suggest ironically and senselessly a date way out their like in space or something. And to top it off disrespecting me and my daughters my family with name calling and insults of supposedly being a liar for suggesting a sooner date vs taking forcefully a date she suggested that I neglected. When all I wanted was to set a better date to get my things situated with their feedback. I ended up loosing my respect as a customer , my dignity or believeing Volaris is a good airline , no I doubt their customer service and their employees at least these two women bc they were not treating me like a customer, they’re treated me and my family like a piece of trash that they could careless if I took the flight or not. That’s not acceptable. I requested a full refund immediately, and they are deciding either if it’s reasonable to do so. O and they can’t change their mistake to correct it with out having to charge me yet another full price ticket for each of my family just so that I don’t “miss” the flight.  Plus another extra charge of more than $110 for their services of changing it, supposedly. That’s what I would call ripoff’s and stealers and inhuman treatment to someone that’s new to the airline Volaris and to fortunately never will I or my family fly with these careless disrespectful agency and i won’t tolerate any more disrespect in my face and in front of my daughters like that ever again. I hope the airline sees this comment and immediately sends their staff to customer service classes and do extreme check offs on how to assist a customer before they ruin and force a single mother to loose over $1000 on flights and the chance to see their family again.",1
"Substandard. And considering it is one of the major airline hubs and an international gateway as well it is quite an embarrassment. If you happen to have a late night connection, say from terminal D to terminal C, the train is out of service after 10 pm, thus you have to make a walk which takes 30-45 minutes long.  Lounges are also closed (this is an international airport, serving many connections!) And, if you are unfortunate enough to have a flight canceled, the only 2 places you can rest within the airport book up within minutes and are outrageously expensive. Not a good place to make late night connections, specially after an international flight.",1
"Compared to other major hubs I visit around the country, this airport is always overcrowded, filthy, most staff (airport, airline, resturant) are unpleasant, and there are no updated amenities here like common power plugs or updated sitting areas.  Unfortunately, this airport has largely unchanged for the last 20 years.  For as much people that come thru here, updates to the older terminals should have taken place multiple times by now.",1
"Absolutely useless. I had a connecting flight and asked for help multiple times so that I could get to the gate on time. Only one person tried to help me, but they couldn't do much. Everyone else brushed me off. I missed my flight. Never coming back if I can help it.",1
"This airport is filthy!!! The men’s rooms are disgusting and old!! Torn apart, urine stained floors. Sinks that don’t work, trash overflowing!!!

They allow restaurants to GOUGE the travelers… $4.25 for Water!!??!! $15.00 for a To Go sandwich!!??!! Everything is outrageous set in filth!!! Rude and lazy employees everywhere doing nothing but checking out their phones tucked away in corners!!! I see it all as someone who is very observant in my surroundings.

DFW is OLD and GROSS….i will definitely try to AVOID this place a hub like avoiding getting COVID!!!!",1
"Discriminations! Just facts as followed

April 2nd 2023. 9pm to 10pm. DFW airport Terminal D

American airlines delayed flights continuously due to severe weather storm warning. We arrive 1.5 hours before our flight from dfw to msp.

The line at the security check was long as the amazon river can last and wait up to 24 minutes. While we were lining up, there were a group of individuals accessing the line for wheelchairs and crew members only. All of them are not on wheelchairs and healthy looking individuals including a few gentlemans in their 40s, few ladies and a few teenagers and all are whites. Despite the snake line on the main waiting line, the two security check point guards have allowed them to by pass! Why is that?! Several of us in the line look over at the sign board to confirm that we have see the information on the sign board correctly.

The incident of cutting through the line continues until a group of 4 Asian try to do so and was flatly denied?! What is the rationale for this behaviour? In addition, we have also confirmed thay the line for DFW fast pass is on the other side and would require a personnel to be in presence and present those who use the fast pass as such. Yet, we do not see any personnel at the scene other than these people try to cut in the line and was allowed to do so

After that, it is annouced that at 10pm the line will be closed. Those who do not make to the cut off entrance are asked to leave! Our heart break for them why there is no one, airport individuals or airlines individuals direct the flow and let people wait as such! Yet somehow some individuals who do not follow rules and use their “white” privilege to cut in?!

We also noticed the two security guard who have allowed a group of people mentioned above cutting in the line shouted at any attempts to join the line after this point even though the lady told him that she only have 15 mins before departure. They were also very aggressive at a lady who r in the line and there r only abt 2 people in front of her that she only have 10 mins left before departure time.

We should question the two security guards practice of discrimination by allowing some to cut off the line while others cannot. We also question if it is just happen to be a coincident that the groups of people allowed in are al white while asian, black and other races are not allowed to be in.

The person of the pose is to (1) call out DFW and airlines lack of support for its passenger and (2) voice out the human rights to be treated with fair and dignity instead of succumb to those who were given the power to deny or grant the access to the departure terminal. Regardless of races and if one has not paid for premium service, they need to join the line! If there is a rush for those who are really in need then this needs to apply to everyone and not selected individuals! We are in the land of freedom not oppression and discrimination.",1
If I could I would give zero stars! This airport is the most ghetto & rachet airport I’ve ever been to. None of the employees want to do their job. None of the restaurants or stores in the airport are open for the customers. They had delays & cancellations that were not reported until last minute or they just didn’t report them. They have places in the airport that are falling apart & I felt unsafe I’m certain areas. OSHA needs to come I’m there to see that there are so many hazards.,1
"Terminal Link Shuttle is completely overbooked and full, so you have to wait for multiple shuttles before one can actually pick you up. I am still waiting at 1030pm with my 9yo child. 4 shuttles have stopped and haven’t let us get on.",1
"02/14/24 time 12:30pm
My family flew from Qatar and their stop was at this airport, state department who escorted them supposed to help her get on board to her final destination, unfortunately they denied and led her stranded on her own she don’t speak English and is her first time in the country, so i called the airport to see if there’s any help the customer service with a very weird attitude told me, we can’t help in anyways just call police. At international airport employee with such a sick a short tempered attitude is not what i expected.",1
"This is a terrible airport, my mom had an internatinal fly and bougt some stuff at Dutty Free , the bag was sealed she has her recipt , she pass for Miami Airport all was fine, but here at Dallas OMG they make mi mom cries, they was rude , unprofessional and the my 73 years old mom trow away the stuff she bought. The TSA lady who checked was very aggresive wirh her and make her feel unconfuble  touching her everywhere. OMG when I heard my mom crying I wished I have wings and fly overthere to protect her. Terrible terrible expirience",1
"I don’t usually leave bad reviews, but the experience we had when we went through the airport on January 4th was just terrible. Traveling with kids is not easy in general, but the super long lines, changing gates 3 times for our delayed flight, and dealing with rude TSA agents made it even worse. Some kindness for exhausted travelers would be nice.",1
"Flew into DFW airport last summer, arriving at terminal C.
Wow, it was like landing in a 3rd world country. The restrooms wreaked of pee, all of the urinals were overflowed on the floor, there was a guy that fell in the terminal and people were just walking around him as he laid on the floor. The food court was disgusting - dirty, smelly and very unappealing. The only thing missing was a guy with a herd of goats wearing a robe, hat and carrying a long staff/hook.

Well done Dallas. What was the crown jewel of an airport in the 70's is now equal the Mogadishu airport - well, minus the RPGs.

One word: ""Yuck""",1
One of the worst airports in the country. Especially terminal E is cramped up near baggage claims. No train link between terminals available unless you check in and go through security which is very unusual as compared to airports in north east… so it sucks when you arrive at a different terminal as you can’t take train and you have to take a bus to go to your car if it’s parked at another terminal (flights change departure and arrival terminals often). Bus availability between terminal sucks. DFW Parking will charge you twice - on your toll tag and prepaid parking. Long lines for bag drops . Everything about this airport sucks,1
"Big airport and nice but the service was very bad. Dfw airport should do better. The wheelchair service are very poor service the people already get paid to work there but they all expected the traveler to tip them. I felt like I got force to have to tip everyone who have push my mom wheel chair. When we get to Korea airport the worker didn’t expect nothing from us and they are very friendly and helpful.
So be warn if you fly DFW airport make sure you have some cash or you will hear them talking in different laughing because you didn’t give them money 😡",1
"I am about done with the airport employees. SUPER RUDE AND UNPROFESSIONAL first time landing when you pick up your baggage with a firearm/ my husband is military. he showed his id as a form of identification and the lady was very rude saying he shouldn’t be pulling out his military id because he isn’t in uniform. EXCUSE ME?? My husband is in military business what in the world? And on top of that he does not have a Tx id??? Well that isn’t all, when i was going in for security checking, the lady checking ids on 5/1/24 @6:00am to go in on Side B-15 i was priority, she kept skipping me for some reason? And she was pointing at the poeple behind me to go??? Like what? I am in line first and then when i said hey i am priority, i dont know who you are pointing at to go she said “NOT YOU MAAM” and then she told one of her colleagues to check me in because I didn’t want to follow her rules?? LIKE WHAT LADY I AM NEW TO FLYING WITH MY HUSBAND ON MILITARY BUISNESS and that was so embarrassing I didn’t even ment to be rude shw just kept pointing at random people behind me.",1
What a nightmare. Customs held us up (due to understaffed) and the flight left 26 connecting passengers behind. Will avoid this airport if possible and side note - the American airline ladies are not helpful and extremely rude. Boarding ended @ 8:40 and we were at the gate at 8:44. 🤬,1
"Its 1030, the airport is packed, every monitor says restaurants are open yet nothing is actually open.   Thanks for directing customers to faraway terminals in search of things not actually open.  Its like they dont even want to make money.  One of the worst ran airports.",1
"One of the worst airports I ever been, dirty, old, not comfortable.. feel so bad here",1
The airport was very clean. But when  our flight arrived  from  Miami to Dallas.  We found out that the  flight from Dallas to Tyler had already left. Very disappointing  Very disgusted.  Told us that we would have to sleep  in the airport.  That is not right.  American airlines  owes us a reimbursement for the  flight  from  Dallas to Tyler.  Both flights was on American  Airlines.,1
Very unorganized airport.  Sky cab was not open at 6:00 am.  Woman at luggage check in told me my carry on was too big so I had to put my stuff in different luggage and throw mine out.  Get to terminal and 100's of people had carry on that size.  I am one pissed fool.,1
"Worst airport I have ever flown in or out of. Long lines, terribly marked, and you rides can never locate you because of the confusion.  I will say that the workers there were very nice and helpful...so that helped ease the pain of this facility.",1
I fly all over the country and this is the worst airport!  TSA is a joke and they close all of their stations at 9 pm. GET there early,1
"Worst airport ever if you’re coming into Dallas. Once you land, you’ll taxi for a minimum of 45 min. Sometimes up to an hour or more. I’ve never flown into a more inefficient airport. You’re prob better off jumping out of the plane and hoping you parachute to where you have to land than hoping your flight doesn’t taxi for 2 hours. Fly into love field instead. The idiots that run this airport need to be fired immediately.",1
"We Arrived from overseas at 7:00 am and there was 300 people waiting in line for Customs and only 2 Custom Agents working. TSA was the same way except they were callous and rude.
Many People were missing connecting flights. Totally unacceptable & obviously mismanaged. TSA agent said, "" if you don't like it tell your elected officials.""
Awful...",1
"The employees here are inexcusably irritable and rude. They are very uninterested in helping anyone, I spoke to 3 different people and got no answer each one of them at the desk acted annoyed they had to help me and at first when I greeted them they ignored me and my question. And yes I spoke clear and confidently so they heard me.

Been in the Army 10 years and traveled a lot, this airports staff need an attitude adjustment.",1
"This place it too big, and too complicated. It doesn't mesh with Google or Apple maps to make it around. I had to spend money to go around and around in circles. Now, the staff, all super helpful. Great staff. Great people. But I'm from a major city and in and out of airports. This is the most confusing place. It's worse than a horse in a unicorn stable",1
"Extremely poor service in Passport Control.  Huge lines, little help, only 2 lanes open out of around 12 for U.S. citizens.  Come on people, you know this is Spring Break time.  I suspect hundreds of people missed their connecting flights because of poor staff planning and poor signage.",1
"The airport, where you have to stand in que for 4 hours with no rest, and still miss your connecting flight. The staff dont care. I've been travelling a lot, but this is the worst experience ever. I'll recommend everyone to stay away.",1
Doesn’t deserve one star. Absolute garbage. Needs more employees and rules need to be clearly stated. Wasted so much time due to some lacking employees misinformation,1
Awful experience moved 6 times in 2 hours on trip home. Trip out moved 4 times and had 3 hour delay. I hope I never see this airport again,1
If you ever have an AA flight out of gate D1 prepare for at least a 30 minute commute to get there. Flights leaving from here should come with a disclaimer and have a defibrillator on hand for all the elderly and out of shape Americans sprinting to make their connections.,1
"This airport has tanked. They have new gates and restrooms but a great airport is measured by its customer service which I would include security.

As a quadriplegic I have am expectation to have some form of mobility assistance available. The airline AA saps they called but none picked up. I walked 22 gates, got accosted by TSA and barely made my plane because of how long all that took.

American Airlines was no better. There were 3 empty course carts unattended between security gate A-15 and A-38. I would have thought someone would have met me at security. There could have been a disabled chair or two at the gate too but there was not.

TSA followed their procedures but did not pay attention we were at the precheck when he asked me to take off my shoes when that was not the procedure.  Then it was decided to park a chair in the middle of the bag claim so everyone could watch all my private get groped. Not right

DFW used to be my home. I am disappointed to see what has happened in 10 short years",1
"I love when people are helpful and informative, unfortunately I’ve had multiple experiences right before the security check point where they made me feel dumb instead of helping me understand the process, very arrogant.
My family members felt the same way and unfortunately, it’s only here at the DFW airport.",1
"I fly twice a month, and unfortunately travel through Dallas for most of my connections. DFW is by far the most dysfunctional airport I encounter. I catch a connecting flight through DFW somewhere around 20 times per year, and at least 90% of my flights have issues resulting in delays. Avoid DFW whenever possible.",1
"My experience at DFW Airport was nothing short of a nightmare as I was discriminated against by accessibility staff. I arrived on Emirates flight 221 on Oct 25, 2023 at 10:05 AM. Even though I am in my 20’s, I had requested wheelchair assistance well in advance due to a recent surgery on my right leg, which left me unable to stand for extended periods as per my surgeons advice. Despite my genuine need for help, the treatment I received from the airport accessibility staff was utterly appalling, discriminatory and ageist.

Upon disembarking from the plane, I was one of the first passengers to exit from the business class cabin. I identified myself to the wheelchair personnel, only to be met with mockery. One of the employees even had the audacity to laugh at my request, and say that I am too young to need a wheelchair. It wasn't until I insisted that they reluctantly provided a wheelchair. This initial encounter was both humiliating and unprofessional.

The situation took an even darker turn as I was pushed off the jet bridge. Unbeknownst to the staff member pushing me, I understand Arabic, and he foolishly began to converse in Arabic with his colleague. They started calling me a liar and saying I should walk instead. I was handed off to a different staff member who pushed me through customs, I expressed my gratitude to him and informed him that I could manage the short distance to the luggage area on my own since there shouldn't be any standing time from here.

In the luggage area, the same employees who had insulted me earlier in Arabic confronted me once again. This time, they spoke loudly in English and they were joined by a female colleague. They belittled me, labeling me a liar. Their comments and behavior were not only unprofessional but also outright offensive. The female employee went as far as to question why I had requested a wheelchair, saying I should walk instead. I tried to explain that I had recently undergone surgery and couldn't stand for extended periods, but their response was dismissive and antagonistic.

It's inconceivable that airport staff, particularly those responsible for accessibility services, would engage in such ageist and discriminatory behavior. This incident highlighted a clear lack of training and lack of managerial oversight. The disrespectful, ageist, and discriminatory treatment I received from DFW Airport accessibility staff was not only unacceptable but deeply concerning. Immediate action should be taken to address this issue, and those involved should be held accountable for their actions. No traveler should ever have to endure such discrimination and humiliation when seeking assistance at an airport.",1
"Can't wait to get back to home, my travel experience on the way here was so phenomenal and fast and the TSA agents were kind to the fact I was traveling with two young children. My experience at this airport set the tone and it was not a good one. TSA was unnecessarily mean and impatient. I mean I only have two hands, two kids, and 3 bags to maintain. Our stuff was put neatly into buckets but came out flying all over the place I was trying to grab all our stuff as fast as I could and get yelled at for placing the buckets underneath the table as the passenger before me did I said sorry, just following everyone else. He said don't follow everyone else and as I leaned over I dropped somthing and he said don't drop stuff on the floor. Like are you serious right know Paul blart???? All I could say is, rude.",1
"Absolutely awful for people with a disability. They dump you at a terminal and leave you there for hours. No one comes to check on you or ask if you need anything (water, the restroom, food). WC service takes forever and some of them are rude. I pay a lot of money and am treated terribly here. Also, it’s very unsanitary and the restroom is nasty.",1
"This is by far the worse airport I've ever flown in our out of in my life! Completely unorganized, communication is terrible, I've used cleaner port-a-potties at Mardi gras compared to the bathrooms in this airport. If I never see this place again in my life it'll be too soon.",1
Worst airport ever. Employees are not helpful and American Airlines is a joke. They cancelled my flight when people were already boarded on the plane after they changed the gate multiple times. Waited in customer service line all night for them to say they can’t do anything about it.,1
"Biggest waste of space ever. Half the airport isn’t even used, and everything runs so slow and inefficient. It’s a ok looking airport but that’s about it…. If you’re tryna move quick you may be a while here.",1
"This is the filthiest, rundown, most disgusting airport anywhere I’ve ever traveled.  The security system is outdated.  There is no body scanner at TSA pre-check.  The TSA employees are obnoxious and need to be replaced.  This area looks as though it hasn’t been cleaned in years.  The restrooms in the DFW area are deplorable.   This airport will make you feel like you are in a third world country!",1
"I took frontier airlines 10/22/2023 from ATL to DFW. I used my debit card to purchase onboard snacks. From there, someone(pretty sure it was the flight attendant that took my card), has been trying to use my debit card number to make purchases.  Thank God my bank has been turning down all 8 attempts. I tried to chat with customer support of the airline (because they don't have a phone number for you to actually speak with someone), and they had the audacity to inform me to call my bank and have my card replaced.  I immediately emailed them back, and informed them, that is being taken care of, but that does nothing about your employees using passenger's cc information. That's theft, and apparently they've done this before. That means passengers aren't safe to use there cards  on your flight due to the possibility of their information being stolen.  Beware, and try to avoid Frontier, they do nothing about their corrupt employees.",1
"On a midday Wednesday, my American Airlines flight from LAX had to wait 20 minutes for the assigned gate to be available making many of us run for our connecting flights. The air crew insisted we all needed to take the airport Skylink even though the AA directions to my gate said 18 minutes to walk to it. The Skylink was up an escalator, then five minutes more of walking and waiting for the elevated train that sped around and around, throwing anyone not holding a bar tightly off their feet, before finally coming back around to the section of gates I needed. Then an escalator back down a level and a short walk to my gate. Ladies rooms were scarce and had to find on this level. Seating at the gate was also very limited. Once aboard, we had to wait another 20 minutes from the push off to take off as the flights were so crowded. I will never book through DFW again and recommend against it for others.",1
DFW has to be the WORST airport. Bathrooms are always nasty and entire place shuts down with flights coming in. No point in closing skyline. Like I want to leave the airport and get on a bus to go to another terminal. Shape up DFW. You are embarrassing.,1
"TSA here is pretty wild. I had 2 8oz unopened (just bought) packs of Kingsford seasonings. I have TSA pre-check. They took almost 20mins to “test” the seasonings, PLUS I had to be searched very aggressively
from head to toe (for about 10mins) AND my 2 carry on bags completely ransacked and left in shambles - all for NOTHING! We almost missed our flight because of this nonsense. You are allowed to carry any seasonings under 12oz - there should have been no issue (read your own rules). This was completely insane and unprofessional - never again. Also, as soon as we walked up there were some employees talking loud negatively about people who were coming through their security lines. Unbelievable experience. TSA DFW get educated and teach your employees how to be professional on the job!",1
Horrible.  Our flight was delayed coming into DFW. No wheelchair service when we got there. Tried to rush to our connection.  Elevator was not working.  Escalator was not working. Had to go all the way to the other end to get an Elevator.  So of course we missed our flight.  What a mess this airport is.,1
"This place has multiple terminals that are never in use, and their employees never want to be there. It's clear when you look at their comments that they do not get paid enough. Now let's hop back to the fact that multiple terminals are never in use. The geniuses at DFW have decided that on top of charging people just to drop others off; they are going to build a 8 billion dollar terminal like that is going to attract people or be used effectively or efficiently. Regardless, more and more DFW just becomes a leech, prepare for your drinks and food to cost at least 30% more, and prepare your staff to be stretched even thinner than they are: especially when they can't even unload a plane before it starts raining, genius.",1
Needed wheelchair ♿ for to gates . Had it on my tickets. Had a 1hr 25 min layover had to walk bc never came. I almost missed my flight ✈️ mad at American airlines too. But today I say yall suck. Hated it. Don't expect help. Bc you won't get it . And I'm a vip with American airlines. Didnt get service I needed  my foot is 3x its size very disappointing.,1
"I am traveling through here today.  This place smells like a outhouse.  Fix your sewage system what a dump, used to be a world class airport.",1
"Enormous, disorganized , confusing passport control area that does not treat US permanent residents like citizens, as do other major airports. Shambolic security check area. I was late for my connection and I was handed a bright orange ""express connection"" envelope that was absolutely useless. This was confirmed by TSA agent who said "" they are only good to bother us"". Avoid this airport.",1
"Avoid this as a international transfer airport in and out. Dallas customs is grossly understaffed - we had 2 customer officers for 500 foreign travellers- they don’t give a hoot about you so you will miss your connection-need to book a hotel if all flights are full effectively incur extra costs .  we had 3.5 hours to transit but we had 2 hours in the queue. Coming back even worse - thunder storm delay and baggage had 1.25 mins to transfer from AA to Qantas, no hope in hell - luggage missing. LA has improved according to reports. Avoid Avoid …",1
"I hate airports.  I hate the useless TSA, the food, the prices, the non-helpful help.  Most of all, I hate the airlines.",1
"DFW Airport holds a special place in my heart. The bustling terminals, diverse cuisines, and constant hum of activity create a unique energy. Navigating through its vast spaces, I find joy in the seamless blend of cultures and the anticipation of exciting journeys. Every visit is a reminder of the world's interconnectedness, making DFW Airport more than just a travel hub—it's a gateway to adventure and discovery.but I'm in nigeria probably no one cares",1
"Worst airport in America. On 4/21/23 they closed terminal C with no guidance making hundreds of passengers miss their flight. Since their was no communication, all these passengers went in circles on the tram. All it takes is a little communication and we all could of gotten home to our families on time. Disappointed in the staff and management teams.",1
If I could give 0 stars I would. Got stranded here. No way to get a car or hotel. Tried to get back into terminal to atleast have a snack while I wait on equally terrible airline reschedule. All security gates closed all night. No way to get in. No security around. Nothing.,1
"I'd give em -5 stars if I could. These people are so rude to the guests, they are so entitled and disrespectful to everyone. I have been here for over 12 hours  and have been delayed multiple times since leaving Mcallen Airport. This place is so hateful",1
